GO terms,Common Intersections
HPA:0360051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0010638,"['PRKN', 'MAPK3', 'ABL1', 'TP53', 'ATG2A', 'BECN1', 'SRC', 'ABI2', 'MCOLN1', 'BNIP3', 'MTOR', 'PIP4K2B', 'CALCOCO2']"
GO:0051129,"['PRKN', 'HMGB1', 'CLEC16A', 'BECN1', 'TP53', 'PSEN1', 'SRC', 'ULK2', 'BNIP3', 'MTOR', 'UBQLN2', 'PEX5', 'ATG3']"
GO:0002020,"['PRKN', 'TP53', 'VCP', 'BCL2', 'CHMP3']"
GO:0048519,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'VPS25', 'UBQLN2', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'PEX5']"
GO:0031399,"['TOLLIP', 'PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MARK2', 'RB1CC1', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0006511,"['TOLLIP', 'PRKN', 'AMBRA1', 'SQSTM1', 'PSEN1', 'VCP', 'VPS36', 'OGT', 'VPS25', 'UBQLN2', 'EPM2A', 'SNF8', 'STAM', 'CHMP3']"
GO:0019222,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ATG16L1']"
GO:0032886,"['MARK2', 'ABL1', 'CHMP3']"
GO:0032880,"['FOXO1', 'PRKN', 'SQSTM1', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MTOR', 'EPM2A', 'BCL2']"
REAC:R-HSA-168256,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'ABI2', 'NOD1', 'PIK3C3', 'S100A9', 'FOXO1', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'BCL2', 'PRKN', 'MAPK3', 'VCP', 'MTOR', 'ARSB', 'UBA5']"
GO:0045861,"['OGT', 'TP53', 'PSEN1']"
GO:0065007,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0016241,"['PRKN', 'STING1', 'MAPK3', 'AMBRA1', 'OPTN', 'CLEC16A', 'ATG2A', 'BECN1', 'TP53', 'BNIP3', 'MTOR', 'UBQLN2', 'PIP4K2B', 'NOD1', 'PIK3C3', 'EPM2A', 'NPC1', 'CALCOCO2']"
GO:0031667,"['FOXO1', 'MAPK3', 'AMBRA1', 'CLEC16A', 'BECN1', 'TP53', 'SRC', 'OGT', 'MAP1LC3C', 'ULK2', 'INHBA', 'BNIP3', 'BCL2', 'MTOR', 'ARSB', 'DAP', 'PIK3C3']"
GO:0002376,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'MCOLN1', 'INHBA', 'BCL2', 'CALCOCO2', 'MAPK3', 'OPTN', 'MTOR', 'UBA5']"
GO:0019220,"['PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MARK2', 'RB1CC1', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0042803,"['UBA5', 'STING1', 'PHB2', 'CISD2', 'VPS25', 'BNIP3', 'BCL2', 'SNF8', 'NOD1', 'PIP4K2B', 'EPM2A', 'CALCOCO2']"
GO:1903047,"['AMBRA1', 'PHB2', 'TP53', 'BECN1', 'VCP', 'INHBA', 'BCL2', 'CHMP3']"
GO:0005770,"['ATG9A', 'MAPK3', 'SQSTM1', 'CLEC16A', 'UBXN6', 'SRC', 'VPS36', 'MCOLN1', 'SNF8', 'PIK3C3', 'NPC1', 'CHMP3']"
HPA:0300411,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
HP:0000759,"['SQSTM1', 'TP53', 'VCP', 'PSEN1', 'UBQLN2']"
KEGG:03250,[]
GO:0001932,"['PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'SRC', 'RB1CC1', 'MARK2', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0009968,"['ABL1', 'SQSTM1', 'LYN', 'SRC', 'VPS25', 'UBQLN2', 'NPC1', 'OGT', 'PIP4K2B', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'BCL2', 'PRKN', 'MAPK3', 'OPTN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0007249,"['PRKN', 'ABL1', 'OPTN', 'SQSTM1', 'NOD1']"
GO:0042542,"['ABL1', 'BECN1', 'SRC', 'BNIP3', 'BCL2']"
GO:0046907,"['SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'EPM2A', 'STAM', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'VCP', 'VPS36', 'ARSB', 'PEX5']"
GO:0002220,"['LYN', 'SQSTM1', 'SRC']"
GO:0030674,"['PRKN', 'STING1', 'AMBRA1', 'ABL1', 'HMGB1', 'SQSTM1', 'OPTN', 'BECN1', 'VCP', 'RB1CC1', 'ABI2', 'UBQLN2', 'ATG16L1', 'STX17']"
GO:0051047,"['SNF8', 'INHBA', 'STAM']"
GO:0008092,"['PRKN', 'ABL1', 'LYN', 'MARK2', 'S100A9']"
GO:0040008,"['PRKN', 'ABL1', 'TP53', 'ULK2', 'INHBA', 'MTOR', 'EPM2A', 'BCL2', 'S100A9', 'PEX5']"
GO:0051881,"['PRKN', 'ABL1', 'VCP', 'SRC', 'BNIP3', 'BCL2']"
GO:0044297,"['EPM2A', 'ABL1', 'PSEN1', 'SRC']"
GO:0031648,"['PRKN', 'MTOR', 'SRC']"
HPA:0220000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0620221,"['TOLLIP', 'ABL1', 'SQSTM1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'OGT', 'STAM', 'ATG3', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
GO:0015031,"['SQSTM1', 'BECN1', 'ATG4B', 'SRC', 'VPS25', 'PIK3C3', 'CHMP3', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'SNF8', 'STX17', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'ATG16L1', 'PEX5']"
GO:0048468,"['AMBRA1', 'ABL1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'S100A9', 'TRAPPC4', 'OGT', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BCL2', 'MAPK3', 'PRKN', 'MTOR', 'ARSB', 'UBA5', 'PEX5']"
GO:0046777,"['MAPK3', 'ABL1', 'LYN', 'SRC', 'MARK2', 'ULK2', 'MTOR']"
GO:0007059,"['BECN1', 'CHMP3']"
GO:0016310,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'PIK3C3', 'EPM2A', 'PIP4K2B', 'PHB2', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BCL2', 'PRKN', 'MAPK3', 'RB1CC1', 'MTOR']"
GO:1902911,"['STING1', 'RB1CC1']"
GO:0034614,"['MAPK3', 'ABL1', 'BECN1', 'SRC', 'BNIP3', 'PEX5']"
GO:0005515,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0016236,"['ATG9A', 'AMBRA1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'UBXN6', 'SRC', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'NPC1', 'CHMP3', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'STING1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'PRKN', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0030496,"['PIK3C3', 'CHMP3']"
GO:0008152,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'LGALS8', 'TRAPPC4', 'CHMP3', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'INHBA', 'SNF8', 'BCL2', 'DAP', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0051098,"['PRKN', 'STING1', 'ABL1', 'HMGB1', 'PSEN1', 'MARK2']"
GO:0002682,"['MAPK3', 'STING1', 'AMBRA1', 'ABL1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'PSEN1', 'SRC', 'INHBA', 'MTOR', 'NOD1', 'BCL2', 'S100A9']"
GO:0060090,"['TOLLIP', 'STING1', 'PRKN', 'ABL1', 'AMBRA1', 'HMGB1', 'SQSTM1', 'OPTN', 'BECN1', 'VCP', 'RB1CC1', 'ABI2', 'UBQLN2', 'BCL2', 'ATG16L1', 'STX17']"
GO:0006873,"['MAPK3', 'ABL1', 'LYN', 'PSEN1', 'MCOLN1', 'BNIP3', 'BCL2', 'S100A9']"
GO:0043227,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0020052,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'BNIP3', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0170052,"['ABL1', 'SQSTM1', 'BECN1', 'UBQLN2', 'PIK3C3', 'LGALS8', 'CHMP3', 'CLEC16A', 'CISD2', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'UBA5', 'ATG16L1', 'PEX5']"
GO:1901875,"['PRKN', 'VCP', 'TOLLIP']"
GO:0005622,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'LGALS8', 'TRAPPC4', 'CHMP3', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'INHBA', 'SNF8', 'BCL2', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0051649,"['ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'EPM2A', 'STAM', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'VCP', 'VPS36', 'ARSB', 'PEX5']"
GO:0030100,"['PRKN', 'ABL1', 'HMGB1', 'SRC', 'UBQLN2', 'ATG3']"
GO:0019538,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'PIK3C3', 'S100A9', 'NPC1', 'CHMP3', 'OGT', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'MAPK3', 'PRKN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1']"
GO:0005764,"['TOLLIP', 'SQSTM1', 'CLEC16A', 'LYN', 'PSEN1', 'VCP', 'UBXN6', 'SRC', 'VPS36', 'RB1CC1', 'MCOLN1', 'MTOR', 'ARSB', 'PIK3C3', 'ATG16L1', 'NPC1', 'CHMP3']"
GO:0141124,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'ABI2', 'NOD1', 'OGT', 'FOXO1', 'HMGB1', 'PHB2', 'TP53', 'INHBA', 'MCOLN1', 'PRKN', 'MAPK3', 'OPTN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0016567,"['PRKN', 'AMBRA1', 'ABL1', 'SQSTM1', 'VCP', 'OGT', 'EPM2A', 'BCL2', 'ATG3']"
GO:0012501,"['ATG9A', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'NPC1', 'CHMP3', 'OGT', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0071705,"['SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'SRC', 'VPS25', 'PIK3C3', 'CHMP3', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'SNF8', 'STX17', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'ATG16L1', 'PEX5']"
GO:0010001,"['MAPK3', 'ABL1', 'LYN', 'PSEN1', 'MTOR', 'BNIP3', 'S100A9']"
GO:0006109,"['PRKN', 'FOXO1', 'TP53', 'PSEN1', 'SRC', 'OGT', 'MTOR']"
GO:0030163,"['TOLLIP', 'PRKN', 'FOXO1', 'AMBRA1', 'SQSTM1', 'PSEN1', 'VCP', 'UBXN6', 'VPS36', 'OGT', 'MTOR', 'VPS25', 'UBQLN2', 'BNIP3', 'EPM2A', 'SNF8', 'STAM', 'CHMP3']"
GO:0033146,"['UBA5', 'PHB2', 'SRC']"
GO:0048771,"['TP53', 'SRC']"
HPA:0190221,"['TOLLIP', 'ABL1', 'SQSTM1', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0048285,"['PRKN', 'PHB2', 'BECN1', 'BNIP3', 'CHMP3']"
GO:0032879,"['ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'UBQLN2', 'CHMP3', 'OGT', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'MCOLN1', 'INHBA', 'BCL2', 'SNF8', 'MAPK3', 'PRKN', 'VCP', 'MTOR']"
GO:1901873,"['TOLLIP', 'PRKN', 'ABL1', 'SQSTM1', 'VCP', 'OGT', 'EPM2A']"
HPA:0490000,"['AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'UBQLN2', 'PIK3C3', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0190000,"['TOLLIP', 'ABL1', 'SQSTM1', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0023052,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5']"
HP:0100705,"['PRKN', 'SQSTM1', 'TP53', 'AP4M1', 'PSEN1', 'VCP', 'MTOR', 'UBQLN2']"
GO:0070507,"['MARK2', 'ABL1', 'CHMP3']"
GO:0051668,"['PRKN', 'OPTN', 'SQSTM1', 'AP4M1', 'NPC1', 'OGT', 'EPM2A', 'SNF8', 'PEX5', 'ATG3']"
HPA:0220052,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0036477,"['ABL1', 'BECN1', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'BNIP3', 'MTOR', 'EPM2A', 'TRAPPC4']"
HPA:0380000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0006810,"['ATG9A', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'UBXN6', 'VPS25', 'UBQLN2', 'PIK3C3', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'ARSB', 'ATG16L1', 'PEX5']"
KEGG:04140,"['ATG9A', 'AMBRA1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'PIK3C3', 'ATG3', 'HMGB1', 'MAP1LC3C', 'ULK2', 'BNIP3', 'BCL2', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'RB1CC1', 'MTOR', 'ATG16L1']"
GO:0140352,"['FOXO1', 'PRKN', 'LYN', 'PSEN1', 'INHBA', 'STX17', 'SNF8', 'STAM']"
GO:0030097,"['AMBRA1', 'ABL1', 'HMGB1', 'TP53', 'LYN', 'PSEN1', 'SRC', 'OGT', 'INHBA', 'MTOR', 'UBA5', 'BCL2']"
GO:0030136,[]
GO:0019899,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'ABI2', 'CHMP3', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'MAP1LC3C', 'BNIP3', 'BCL2', 'STX17', 'MAPK3', 'PRKN', 'VCP', 'RB1CC1', 'ATG16L1', 'PEX5']"
GO:1902554,"['STING1', 'RB1CC1']"
GO:0043069,"['FOXO1', 'PRKN', 'AMBRA1', 'ABL1', 'PHB2', 'TP53', 'BECN1', 'PSEN1', 'SRC', 'RB1CC1', 'BNIP3', 'MTOR', 'BCL2', 'NPC1']"
GO:0030030,"['PRKN', 'ABL1', 'HMGB1', 'LYN', 'ATG3', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'ULK2', 'MTOR', 'ARSB', 'BCL2', 'S100A9', 'TRAPPC4']"
